ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
269	Manchester	CT	41.8	-72.5	9.477905199	95.34373089	2.031117504	97.82694244	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
270	Woodbury	MN	44.9	-92.9	7.066819572	58.93845566	0.998220779	280.3152771	One-family house detached from any other house	4
271	Durham	NC	36.0	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
272	Morrisville	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
273	Somerville	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	Duplex or two-family house (designed for two families)	4
274	Alexandria	VA	38.8	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
275	St. Petersburg	FL	27.7	-82.6	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	3
276	Sewell	NJ	39.8	-75.1	12.40282875	91.6633792	1.464604782	25.62282181	One-family house detached from any other house	4
277	Roanoke	VA	37.3	-79.9	13.63547401	88.97614679	2.506019069	358.2038879	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
278	concord	MA	42.4	-71.4	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	5
279	canyon	TX	35.0	-101.9	14.72545872	38.16345566	0.484706239	1060.003906	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
280	Wethersfield	CT	41.7	-72.7	9.477905199	95.34373089	2.113075408	97.82694244	One-family house detached from any other house	3
281	Franklinton	NC	36.1	-78.6	14.54518349	92.76712538	2.156420352	137.7061157	One-family house detached from any other house	3
282	Richmond	VA	37.5	-77.5	14.20412844	94.11980122	1.931935193	35.59749985	One-family house detached from any other house	4
283	Littleton	MA	42.5	-71.5	7.73264526	92.51964832	1.966573293	205.5700073	One-family house detached from any other house	3
284	Ooltewah	TN	35.0	-85.1	14.8851682	114.9340979	1.963544823	365.0097351	One-family house detached from any other house	4
285	Chicago	IL	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house detached from any other house	2
286	Philadelphia	PA	40.0	-75.2	12.40282875	91.6633792	1.236334048	25.62282181	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
287	Philadelphia	PA	40.0	-75.1	12.40282875	91.6633792	1.464604782	25.62282181	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
288	Fort Salonga	NY	40.9	-73.3	11.28631498	95.98723242	2.179701704	28.31988716	One-family house detached from any other house	5
289	Upland	CA	34.1	-117.7	11.98409786	47.55840979	1.13715173	1048.727539	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
290	zimmerman	MN	45.5	-93.6	6.371941896	58.17278287	0.958093579	297.0386047	One-family house detached from any other house	3
292	Seattle	WA	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	3
293	Pleasant Prairie	WI	42.5	-87.9	8.315978593	68.23753823	NA	189.9030609	One-family house detached from any other house	3
294	Washington	DC	38.9	-77.0	14.01888379	87.26605505	1.81817838	64.78483582	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
295	Carrboro	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	1
296	Sandia Park	NM	35.2	-106.3	9.141131498	30.73425076	0.532404604	1968.953003	One-family house detached from any other house	2
297	acworth	GA	34.1	-84.7	15.74525994	115.3431957	2.32185039	282.5905457	One-family house detached from any other house	4
298	Indianapolis	IN	39.7	-86.2	11.55114679	84.20955657	0.90433828	247.0333405	One-family house detached from any other house	2
299	Gainesville	FL	29.6	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
300	Bayfield	CO	37.3	-107.6	6.191207951	37.35443425	0.816323447	2301.657959	One-family house detached from any other house	3
301	NEWTONVILLE	MA	42.3	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	2
302	Des Moines	NM	36.8	-103.8	9.773776758	30.99373089	0.40956239	1912.366943	A mobile home	2
303	Silver Spring	MD	39.0	-77.0	14.01888379	87.26605505	1.81817838	64.78483582	"High rise apartment (multiple units, with 5 or more stories)"	2
304	San Francisco	CA	37.8	-122.5	13.36735474	74.6293578	1.87041945	176.9082031	One-family house attached to one or more houses (e.g. a townhouse or condominium)	4
305	Champaign	IL	40.1	-88.3	10.87507645	78.84464832	0.858911267	223.2963867	One-family house detached from any other house	2
306	Salina	KS	38.8	-97.6	13.16643731	57.76880734	0.715248335	423.534729	One-family house detached from any other house	4
307	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
308	Berkeley	CA	37.9	-122.2	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	5
309	Winter Haven	FL	28.1	-81.8	22.28088685	107.5657492	1.838809815	36.41972351	One-family house detached from any other house	2
310	Bear	DE	39.7	-75.7	11.8103211	92.14327217	1.691739853	81.75190735	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
311	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
312	Wurtsboro	NY	41.6	-74.5	7.817431193	97.52515291	2.10815415	468.2627869	One-family house detached from any other house	4
313	Amherst	MA	42.4	-72.5	8.512844037	94.40588685	2.191815567	198.4830627	One-family house detached from any other house	3
314	Zephyrhills	FL	28.2	-82.2	22.15588685	112.4344801	2.482169895	25.95861053	"Boat, RV, van, etc"	1
316	Winston-Salem	NC	36.1	-80.3	14.2883792	90.05229358	2.060455779	275.8555603	One-family house detached from any other house	2
317	Rocky Mount	VA	37.0	-79.9	13.91704893	92.70107034	1.962976988	270.4238892	One-family house detached from any other house	3
318	Oak Hill	WV	38.0	-81.2	11.37408257	89.55107034	2.322796796	670.7394409	One-family house detached from any other house	4
319	chapel hill	NC	35.8	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
320	Bonham	TX	33.6	-96.2	17.49556575	85.98761468	1.026612659	183.4102783	One-family house detached from any other house	1
321	ROCHESTER	NY	43.2	-77.6	8.791284404	65.05298165	NA	122.9883347	One-family house detached from any other house	4
322	Bryan	TX	30.6	-96.4	20.41727829	82.12798165	1.167814963	93.21138763	One-family house detached from any other house	3
323	Durham	NC	36.1	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	3
324	Sitka	AK	57.0	-135.3	3.47293578	159.2243119	0.354292853	453.7469788	One-family house detached from any other house	4
325	New Orleans	LA	30.0	-90.1	20.60412844	127.4941131	2.336803457	1.143264055	Duplex or two-family house (designed for two families)	2
326	Weston	MA	42.4	-71.3	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
327	Katy	TX	29.7	-95.8	20.75198777	86.00351682	1.898432769	34.68111038	One-family house detached from any other house	4
328	Brooklyn 	NY	40.7	-74.0	11.15	97.4837156	2.213204125	60.80302048	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
329	"San Francisco,"	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
330	Los Angeles	CA	34.0	-118.5	13.37056575	39.35022936	1.220434586	619.3668823	One-family house detached from any other house	3
331	Baraboo	WI	43.5	-89.7	7.131957187	66.57591743	1.096645971	294.9661255	One-family house detached from any other house	3
332	Boston	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"Boat, RV, van, etc"	1
333	Minneapolis	MN	44.9	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	3
334	new york	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
335	TIMBERVILLE	VA	38.7	-78.8	11.79862385	79.49663609	1.97944428	472.2047119	One-family house detached from any other house	3
336	Ames	IA	42.0	-93.6	8.909785933	65.98272171	0.89222441	329.9030457	One-family house detached from any other house	2
337	Beloit	WI	42.5	-89.0	7.872094801	67.19847095	1.058033012	274.6097107	One-family house detached from any other house	4
338	Livermore	CA	37.7	-121.7	13.85175841	44.68448012	1.317724109	247.8677826	One-family house detached from any other house	4
339	Erie	PA	42.1	-80.0	9.101911315	78.14487768	NA	188.9750061	One-family house detached from any other house	3
340	Anaheim	CA	33.8	-117.9	16.28264526	34.18035168	1.13715173	232.911026	One-family house detached from any other house	4
341	Willimantic	CT	41.7	-72.2	9.280504587	102.9594801	2.031117504	150.3586121	One-family house detached from any other house	3
342	Foster City	CA	37.6	-122.3	14.09617737	41.10183486	2.266391583	115.6696014	One-family house detached from any other house	4
343	Seattle	WA	47.6	-122.4	11.1014526	79.94380734	2.186705014	84.25081635	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
344	Tacoma	WA	47.2	-122.5	11.17285933	85.4941896	2.186705014	144.7330322	One-family house detached from any other house	3
345	Naples	FL	26.3	-81.8	23.8838685	109.0504587	2.157934589	3.304095984	One-family house detached from any other house	3
346	Ann Arbor	MI	42.3	-83.7	9.459633028	65.69365443	1.064468505	253.6655579	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
347	Fremont	CA	37.6	-122.0	13.85175841	44.68448012	1.116520292	247.8677826	One-family house detached from any other house	6 or more
348	El Paso	TX	31.9	-106.4	17.76001529	15.66261468	0.250946397	1230.810791	One-family house detached from any other house	3
349	Lafayette	LA	30.2	-92.1	20.15053517	130.1804281	1.507949731	8.52305603	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
350	Tacoma	WA	47.1	-122.4	11.17285933	85.4941896	2.186705014	144.7330322	One-family house detached from any other house	4
351	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
352	Providence	RI	41.8	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
353	chino valley	AZ	34.8	-112.4	14.70405199	31.05535168	0.927430349	1504.068359	One-family house detached from any other house	2
354	Wausau	WI	44.9	-89.7	5.276605505	66.50535168	1.368072384	366.6772156	One-family house detached from any other house	3
355	Oak Ridge	TN	36.0	-84.3	13.31544343	112.3767584	2.435796488	463.2702637	One-family house detached from any other house	3
356	Plantation	FL	26.1	-80.3	24.01001529	130.9165902	1.860198361	3.424958467	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
357	Columbia	MO	39.0	-92.3	12.78172783	79.97920489	1.027937615	221.4455566	Duplex or two-family house (designed for two families)	3
358	Severna Park	MD	39.1	-76.6	12.43012232	89.19495413	1.377914896	92.84095764	One-family house detached from any other house	5
359	Edwardsville	IL	38.8	-89.9	13.46284404	80.88700306	0.930458815	156.320282	One-family house detached from any other house	3
360	Tualatin	OR	45.4	-122.8	11.17729358	90.90749235	1.927392495	96.17082977	One-family house detached from any other house	3
361	Framingham	MA	42.3	-71.4	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	1
362	Worthington	OH	40.1	-83.0	10.11330275	77.9633792	1.082828585	285.2580566	One-family house detached from any other house	5
363	Franklinton	NC	36.1	-78.4	14.41911315	95.66896024	2.156420352	100.1513901	One-family house detached from any other house	2
364	Sneads ferry	NC	34.5	-77.4	17.02928135	113.0198777	2.588734101	9.240040779	One-family house detached from any other house	3
366	Reedsburg	WI	43.5	-90.0	7.018501529	64.64464832	1.096645971	317.8644409	Duplex or two-family house (designed for two families)	2
367	Aliquippa	PA	40.6	-80.3	9.712461774	79.61674312	1.754769841	331.8135986	One-family house detached from any other house	3
368	San Diego	CA	32.9	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
369	Fort Worth	TX	32.6	-97.4	18.83256881	69.65810398	0.931783768	197.8705597	One-family house detached from any other house	4
370	San Diego	CA	32.7	-117.1	16.81697248	22.42683486	1.389839487	103.6060028	Duplex or two-family house (designed for two families)	1
371	San Pablo	CA	38.0	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	3
372	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
373	Ava	MO	37.0	-92.6	14.62324159	90.45703364	1.28800727	317.9291687	One-family house detached from any other house	3
374	Milwaukie	OR	45.5	-122.6	11.17729358	90.90749235	1.927392495	96.17082977	One-family house detached from any other house	2
375	Chicopee	MA	42.1	-72.6	8.512844037	94.40588685	2.191815567	198.4830627	One-family house detached from any other house	3
376	North Kansas City	MO	39.1	-94.6	12.5912844	79.44044343	1.178036041	272.7763977	One-family house detached from any other house	3
377	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	2
378	munhall	PA	40.4	-79.9	10.59304281	88.16972477	1.641202297	330.4186096	One-family house detached from any other house	2
379	Denmark	SC	33.3	-81.1	18.39143731	98.17217125	1.132987583	63.9655571	One-family house detached from any other house	3
380	Claremont	CA	34.1	-117.7	11.98409786	47.55840979	1.13715173	1048.727539	One-family house detached from any other house	3
381	hayward	CA	37.6	-122.1	14.09617737	41.10183486	2.266391583	115.6696014	One-family house detached from any other house	6 or more
382	Jackson Heights	NY	40.8	-73.9	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
383	durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	2
384	Madison	WI	43.0	-89.5	7.432874618	66.84411315	1.038347971	284.4916687	One-family house detached from any other house	4
385	Meridian	ID	43.6	-116.4	9.471559633	35.03555046	1.093049672	1087.946655	One-family house detached from any other house	6 or more
386	New Orleans	LA	30.0	-90.1	20.60412844	127.4941131	2.336803457	1.143264055	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
388	CASSELBERRY	FL	28.6	-81.3	21.99166667	115.6674312	2.152256217	14.28972244	One-family house detached from any other house	1
389	Clayton	NC	35.6	-78.4	15.43333333	101.2742355	1.471797392	71.52583313	One-family house detached from any other house	3
390	Aberdeen	NC	35.1	-79.4	15.47018349	99.36460245	1.691550568	103.976387	A mobile home	2
391	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
392	Eureka	CA	40.7	-124.2	11.24082569	97.26238532	NA	132.5958862	One-family house detached from any other house	1
393	Stone Ridge	NY	41.8	-74.2	9.274006116	94.33455657	2.103232887	246.6316681	One-family house detached from any other house	2
